dayofyear,weekofyear,quarter,weekday,weekend,fecha,year,codigo_barrio,latitud,longitud,conducta,Coordinates,area
128,19,2,2,0,2008-05-07,2008,1012,6.236903,-75.574689,HURTO_A_PERSONA,POINT (436426.44196081936 689427.0928458305),639454.0039595808
158,23,2,4,1,2008-06-06,2008,1012,6.235107,-75.570314,HURTO_A_PERSONA,POINT (436910.21667475393 689228.0222886825),639454.0039595808
176,26,2,1,0,2008-06-24,2008,1012,6.229562,-75.569882,HURTO_A_PERSONA,POINT (436957.3453975957 688614.9791910601),639454.0039595808
189,28,3,0,0,2008-07-07,2008,1012,6.236344,-75.5704,HURTO_A_PERSONA,POINT (436900.8506742828 689364.7811029328),639454.0039595808
190,28,3,1,0,2008-07-08,2008,1012,6.229979,-75.569932,HURTO_A_PERSONA,POINT (436951.863777722 688661.0838833326),639454.0039595808
197,29,3,1,0,2008-07-15,2008,1012,6.231273,-75.570025,HURTO_A_PERSONA,POINT (436941.72987901163 688804.1447480147),639454.0039595808
214,31,3,4,1,2008-08-01,2008,1012,6.237088,-75.575197,HURTO_A_PERSONA,POINT (436370.2661608622 689447.605608191),639454.0039595808
215,31,3,5,1,2008-08-02,2008,1012,6.231931,-75.57429,HURTO_A_PERSONA,POINT (436469.9835021488 688877.3971467522),639454.0039595808
234,34,3,3,0,2008-08-21,2008,1012,6.231931,-75.57429,HURTO_A_PERSONA,POINT (436469.9835021488 688877.3971467522),639454.0039595808
247,36,3,2,0,2008-09-03,2008,1012,6.228664,-75.570763,HURTO_A_PERSONA,POINT (436859.77513699484 688515.8119086045),639454.0039595808
253,37,3,1,0,2008-09-09,2008,1012,6.22902,-75.571379,HURTO_A_PERSONA,POINT (436791.6709678696 688555.2408766506),639454.0039595808
281,41,4,1,0,2008-10-07,2008,1012,6.234034,-75.574751,HURTO_A_PERSONA,POINT (436419.2375602517 689109.9363628229),639454.0039595808
282,41,4,2,0,2008-10-08,2008,1012,6.23674,-75.572037,HURTO_A_PERSONA,POINT (436719.8030012304 689408.7544662459),639454.0039595808
283,41,4,3,0,2008-10-09,2008,1012,6.231584,-75.57346,HURTO_A_PERSONA,POINT (436561.762412549 688838.9369561546),639454.0039595808
324,47,4,2,0,2008-11-19,2008,1012,6.235531,-75.573444,HURTO_A_PERSONA,POINT (436564.0066469912 689275.2702612969),639454.0039595808
71,11,1,3,0,2009-03-12,2009,1012,6.231878,-75.574292,HURTO_A_PERSONA,POINT (436469.75587247784 688871.5383124965),639454.0039595808
82,13,1,0,0,2009-03-23,2009,1012,6.231931,-75.57429,HURTO_A_PERSONA,POINT (436469.9835021488 688877.3971467522),639454.0039595808
99,15,2,3,0,2009-04-09,2009,1012,6.23566,-75.573525,HURTO_A_PERSONA,POINT (436555.0614097393 689289.540770911),639454.0039595808
202,30,3,1,0,2009-07-21,2009,1012,6.232925,-75.570138,HURTO_A_PERSONA,POINT (436929.4262793533 688986.784382718),639454.0039595808
262,38,3,5,1,2009-09-19,2009,1012,6.237339,-75.572688,HURTO_A_PERSONA,POINT (436647.8572686977 689475.051222162),639454.0039595808
350,51,4,2,0,2009-12-16,2009,1012,6.229998,-75.570729,HURTO_A_PERSONA,POINT (436863.69588546234 688663.2795513035),639454.0039595808
353,51,4,5,1,2009-12-19,2009,1012,6.236326,-75.575336,HURTO_A_PERSONA,POINT (436354.7972284429 689363.3843301157),639454.0039595808
364,53,4,2,0,2009-12-30,2009,1012,6.231293,-75.572761,HURTO_A_PERSONA,POINT (436639.05596897367 688806.6833637237),639454.0039595808
137,20,2,4,1,2008-05-16,2008,1012,6.232759,-75.572958,HOMICIDIO,POINT (436617.43831991975 688968.7712048538),639454.0039595808
23,4,1,2,0,2008-01-23,2008,1012,6.235852,-75.571675,HOMICIDIO,POINT (436759.7432715177 689310.5439275068),639454.0039595808
193,28,3,4,1,2008-07-11,2008,1012,6.236328,-75.573233,HOMICIDIO,POINT (436587.44458179065 689363.3521097323),639454.0039595808
6,1,1,6,1,2008-01-06,2008,1012,6.23861,-75.57587,HOMICIDIO,POINT (436295.9985059634 689615.9418902075),639454.0039595808
72,11,1,2,0,2008-03-12,2008,1012,6.237677,-75.572663,HOMICIDIO,POINT (436650.66349824367 689512.4136378389),639454.0039595808
288,42,4,1,0,2008-10-14,2008,1012,6.236958,-75.571214,HOMICIDIO,POINT (436810.8744374591 689432.7553674054),639454.0039595808
187,28,3,0,0,2009-07-06,2009,1012,6.238227,-75.575385,HOMICIDIO,POINT (436349.6058367698 689573.5431852916),639454.0039595808
214,31,3,6,1,2009-08-02,2009,1012,6.238856,-75.575704,HOMICIDIO,POINT (436314.39209316013 689643.1168005383),639454.0039595808
295,43,4,3,0,2009-10-22,2009,1012,6.237825,-75.574221,HOMICIDIO,POINT (436478.32600298274 689528.9622657818),639454.0039595808
126,19,2,2,0,2009-05-06,2009,1012,6.237894,-75.573254,HOMICIDIO,POINT (436585.30961571936 689536.4737216192),639454.0039595808
142,21,2,4,1,2009-05-22,2009,1012,6.234304,-75.575347,HOMICIDIO,POINT (436353.336538304 689139.8563496654),639454.0039595808
121,18,2,4,1,2009-05-01,2009,1012,6.234314,-75.573039,HOMICIDIO,POINT (436608.6642181171 689140.683957492),639454.0039595808
127,19,2,3,0,2009-05-07,2009,1012,6.235454,-75.57257,HOMICIDIO,POINT (436660.68491970515 689266.6529910851),639454.0039595808
106,16,2,3,0,2009-04-16,2009,1012,6.23425,-75.573065,HOMICIDIO,POINT (436605.7802390557 689133.6119730405),639454.0039595808
30,5,1,2,0,2008-01-30,2008,803,6.256877,-75.557833,HURTO_DE_CARRO,POINT (438293.49365915864 691633.1831570509),371127.35180301964
77,12,1,0,0,2008-03-17,2008,803,6.254185,-75.554302,HURTO_DE_CARRO,POINT (438683.7849693616 691335.1739383416),371127.35180301964
122,18,2,3,0,2008-05-01,2008,803,6.25523,-75.556897,HURTO_DE_CARRO,POINT (438396.84268879966 691451.0002301901),371127.35180301964
149,22,2,2,0,2008-05-28,2008,803,6.254047,-75.55681,HURTO_DE_CARRO,POINT (438406.3283345343 691320.2113380022),371127.35180301964
201,29,3,5,1,2008-07-19,2008,803,6.257918,-75.559237,HURTO_DE_CARRO,POINT (438138.30323755543 691748.4290640142),371127.35180301964
225,33,3,1,0,2008-08-12,2008,803,6.25523,-75.556897,HURTO_DE_CARRO,POINT (438396.84268879966 691451.0002301901),371127.35180301964
276,40,4,3,0,2008-10-02,2008,803,6.253879,-75.553734,HURTO_DE_CARRO,POINT (438746.5827486028 691301.2799709346),371127.35180301964
51,8,1,4,1,2009-02-20,2009,803,6.253879,-75.553734,HURTO_DE_CARRO,POINT (438746.5827486028 691301.2799709346),371127.35180301964
155,23,2,3,0,2009-06-04,2009,803,6.253884,-75.557886,HURTO_DE_CARRO,POINT (438287.2796642964 691302.3180925536),371127.35180301964
245,36,3,2,0,2009-09-02,2009,803,6.257918,-75.559237,HURTO_DE_CARRO,POINT (438138.30323755543 691748.4290640142),371127.35180301964
333,48,4,6,1,2009-11-29,2009,803,6.256743,-75.557162,HURTO_DE_CARRO,POINT (438367.70510119916 691618.2909588182),371127.35180301964
342,50,4,1,0,2009-12-08,2009,803,6.256376,-75.554287,HURTO_DE_CARRO,POINT (438685.6996200456 691577.3835328944),371127.35180301964
350,51,4,2,0,2009-12-16,2009,803,6.253758,-75.556279,HURTO_DE_CARRO,POINT (438465.03495813353 691288.2007089988),371127.35180301964
353,51,4,5,1,2009-12-19,2009,803,6.25486,-75.557786,HURTO_DE_CARRO,POINT (438298.4563301897 691410.201567684),371127.35180301964
10,2,1,3,0,2008-01-10,2008,803,6.255418,-75.55988,HURTO_A_PERSONA,POINT (438066.8792877407 691472.1337446618),371127.35180301964
38,6,1,3,0,2008-02-07,2008,803,6.254481,-75.558594,HURTO_A_PERSONA,POINT (438209.029162222 691368.3986062658),371127.35180301964
181,26,2,6,1,2008-06-29,2008,803,6.256665,-75.559005,HURTO_A_PERSONA,POINT (438163.82011890947 691609.8846140304),371127.35180301964
220,32,3,3,0,2008-08-07,2008,803,6.255722,-75.557627,HURTO_A_PERSONA,POINT (438316.14629880426 691505.4756085859),371127.35180301964
266,39,3,0,0,2008-09-22,2008,803,6.25523,-75.556897,HURTO_A_PERSONA,POINT (438396.84268879966 691451.0002301901),371127.35180301964
363,52,4,6,1,2008-12-28,2008,803,6.255519,-75.558799,HURTO_A_PERSONA,POINT (438186.4735494607 691483.1719271006),371127.35180301964
28,5,1,2,0,2009-01-28,2009,803,6.254638,-75.557475,HURTO_A_PERSONA,POINT (438332.83378651814 691385.6233492653),371127.35180301964
90,14,1,1,0,2009-03-31,2009,803,6.256108,-75.554214,HURTO_A_PERSONA,POINT (438693.74377463 691547.74807228),371127.35180301964
154,23,2,2,0,2009-06-03,2009,803,6.255466,-75.555815,HURTO_A_PERSONA,POINT (438516.5632672018 691476.9629977766),371127.35180301964
211,31,3,3,0,2009-07-30,2009,803,6.254335,-75.558536,HURTO_A_PERSONA,POINT (438215.4281080763 691352.2517277527),371127.35180301964
220,32,3,5,1,2009-08-08,2009,803,6.25484,-75.559264,HURTO_A_PERSONA,POINT (438134.9544925777 691408.164252763),371127.35180301964
245,36,3,2,0,2009-09-02,2009,803,6.257918,-75.559237,HURTO_A_PERSONA,POINT (438138.30323755543 691748.4290640142),371127.35180301964
266,39,3,2,0,2009-09-23,2009,803,6.255083,-75.552811,HURTO_A_PERSONA,POINT (438848.8269730701 691434.2726890662),371127.35180301964
8,2,1,1,0,2008-01-08,2008,803,6.255045,-75.559127,EXTORSION,POINT (438150.1338206849 691430.8105582829),371127.35180301964
10,2,1,3,0,2008-01-10,2008,803,6.255686,-75.558832,HOMICIDIO,POINT (438182.84264522576 691501.6373884374),371127.35180301964
78,12,1,1,0,2008-03-18,2008,803,6.252409,-75.554467,HOMICIDIO,POINT (438665.325349815 691138.8593920371),371127.35180301964
148,22,2,1,0,2008-05-27,2008,803,6.254185,-75.554003,HOMICIDIO,POINT (438716.86100014317 691335.1390870265),371127.35180301964
293,42,4,6,1,2008-10-19,2008,803,6.254818,-75.553753,HOMICIDIO,POINT (438744.5902265075 691405.087032447),371127.35180301964
162,24,2,1,0,2008-06-10,2008,803,6.254761,-75.553194,HOMICIDIO,POINT (438806.4213132164 691398.7206966946),371127.35180301964
340,49,4,4,1,2008-12-05,2008,803,6.254542,-75.553352,HOMICIDIO,POINT (438788.91755646875 691374.5290103591),371127.35180301964
250,36,3,5,1,2008-09-06,2008,803,6.253797,-75.555939,HOMICIDIO,POINT (438502.65109804267 691292.4723264341),371127.35180301964
149,22,2,2,0,2008-05-28,2008,803,6.255586,-75.555883,HOMICIDIO,POINT (438509.05499985296 691490.2367503317),371127.35180301964
237,34,3,6,1,2008-08-24,2008,803,6.257082,-75.556839,HOMICIDIO,POINT (438403.4756034202 691655.7289960274),371127.35180301964
214,31,3,6,1,2009-08-02,2009,803,6.256851,-75.555764,HOMICIDIO,POINT (438522.36683329876 691630.0664840458),371127.35180301964
270,39,3,6,1,2009-09-27,2009,803,6.256546,-75.557062,HOMICIDIO,POINT (438378.7441940707 691596.5012079853),371127.35180301964
321,47,4,1,0,2009-11-17,2009,803,6.252246,-75.555433,HOMICIDIO,POINT (438558.4449277477 691120.9527434722),371127.35180301964
114,17,2,4,1,2009-04-24,2009,803,6.254054,-75.557778,HOMICIDIO,POINT (438299.24680429505 691321.0986435192),371127.35180301964
333,48,4,6,1,2009-11-29,2009,803,6.254893,-75.555052,HOMICIDIO,POINT (438600.9009373617 691413.5296507906),371127.35180301964
195,29,3,1,0,2009-07-14,2009,803,6.256472,-75.554444,HOMICIDIO,POINT (438668.34320216655 691588.0144844211),371127.35180301964
316,46,4,1,0,2008-11-11,2008,803,6.256602,-75.554123,HURTO_A_RESIDENCIA,POINT (438703.8679147323 691602.3483268428),371127.35180301964
31,5,1,3,0,2008-01-31,2008,1004,6.259728,-75.570627,HURTO_DE_CARRO,POINT (436878.5405723022 691949.8763170432),366048.70032980415
37,6,1,4,1,2009-02-06,2009,1004,6.263211,-75.568184,HURTO_DE_CARRO,POINT (437149.204857749 692334.6242140738),366048.70032980415
207,30,3,6,1,2009-07-26,2009,1004,6.262965,-75.571935,HURTO_DE_CARRO,POINT (436734.23746949097 692307.8796474534),366048.70032980415
237,35,3,1,0,2009-08-25,2009,1004,6.264314,-75.567968,HURTO_DE_CARRO,POINT (437173.2307774809 692456.5334710311),366048.70032980415
18,3,1,4,1,2008-01-18,2008,1004,6.260371,-75.573145,HURTO_A_PERSONA,POINT (436600.07357224345 692021.2622732173),366048.70032980415
42,7,1,0,0,2008-02-11,2008,1004,6.26136,-75.569306,HURTO_A_PERSONA,POINT (437024.86681148026 692130.1331395146),366048.70032980415
85,13,1,1,0,2008-03-25,2008,1004,6.262086,-75.56934,HURTO_A_PERSONA,POINT (437021.1926873141 692210.3955101036),366048.70032980415
129,19,2,3,0,2008-05-08,2008,1004,6.262251,-75.569931,HURTO_A_PERSONA,POINT (436955.8355849524 692228.7069334683),366048.70032980415
290,42,4,3,0,2008-10-16,2008,1004,6.258365,-75.571734,HURTO_A_PERSONA,POINT (436755.9188328086 691799.3316214004),366048.70032980415
290,42,4,3,0,2008-10-16,2008,1004,6.263397,-75.570077,HURTO_A_PERSONA,POINT (436939.82246551453 692355.4131941656),366048.70032980415
351,51,4,1,0,2008-12-16,2008,1004,6.259728,-75.570627,HURTO_A_PERSONA,POINT (436878.5405723022 691949.8763170432),366048.70032980415
26,5,1,0,0,2009-01-26,2009,1004,6.258365,-75.571734,HURTO_A_PERSONA,POINT (436755.9188328086 691799.3316214004),366048.70032980415
93,14,2,4,1,2009-04-03,2009,1004,6.264659,-75.569489,HURTO_A_PERSONA,POINT (437005.0186425673 692494.8549892233),366048.70032980415
331,48,4,4,1,2009-11-27,2009,1004,6.263349,-75.568903,HURTO_A_PERSONA,POINT (437069.68521211453 692349.9660279038),366048.70032980415
36,6,1,1,0,2008-02-05,2008,1004,6.257257,-75.571517,HOMICIDIO,POINT (436779.7905415519 691676.817620268),366048.70032980415
47,7,1,5,1,2008-02-16,2008,1004,6.265016,-75.571631,HOMICIDIO,POINT (436768.11297502904 692534.5783526386),366048.70032980415
326,47,4,4,1,2008-11-21,2008,1004,6.257257,-75.571517,HOMICIDIO,POINT (436779.7905415519 691676.817620268),366048.70032980415
115,17,2,5,1,2009-04-25,2009,1004,6.260432,-75.573279,HOMICIDIO,POINT (436585.2576852097 692028.0219149345),366048.70032980415
242,35,3,6,1,2009-08-30,2009,1004,6.26005,-75.573187,HOMICIDIO,POINT (436595.3887682734 691985.7812149165),366048.70032980415
30,5,1,4,1,2009-01-30,2009,1004,6.263284,-75.568155,HOMICIDIO,POINT (437152.4215840022 692342.690791135),366048.70032980415
195,29,3,1,0,2009-07-14,2009,1004,6.260699,-75.573326,HOMICIDIO,POINT (436580.090697443 692057.544087184),366048.70032980415
337,49,4,3,0,2009-12-03,2009,1004,6.263271,-75.568085,HOMICIDIO,POINT (437160.16346594127 692341.2452825302),366048.70032980415
192,28,3,5,1,2009-07-11,2009,1004,6.265062,-75.571598,HOMICIDIO,POINT (436771.7689788147 692539.6596170677),366048.70032980415
185,27,3,5,1,2009-07-04,2009,1004,6.263248,-75.56912,HOMICIDIO,POINT (437045.6684582016 692338.8266267555),366048.70032980415
113,17,2,3,0,2009-04-23,2009,1004,6.264096,-75.571739,HOMICIDIO,POINT (436756.05524346523 692432.8865832717),366048.70032980415
151,22,2,6,1,2009-05-31,2009,1004,6.260622,-75.570773,HOMICIDIO,POINT (436862.497220541 692048.7243384587),366048.70032980415
337,49,4,3,0,2009-12-03,2009,1004,6.260649,-75.573443,HOMICIDIO,POINT (436567.1419879935 692052.0307780785),366048.70032980415
192,28,3,5,1,2009-07-11,2009,1004,6.259835,-75.573314,HOMICIDIO,POINT (436581.31392980344 691962.0285755848),366048.70032980415
226,33,3,4,1,2009-08-14,2009,1004,6.25866,-75.572445,HOMICIDIO,POINT (436677.3023735196 691832.0290892451),366048.70032980415
258,38,3,1,0,2009-09-15,2009,1004,6.264495,-75.569333,HURTO_A_RESIDENCIA,POINT (437022.25574370974 692476.7062996019),366048.70032980415
31,5,1,3,0,2008-01-31,2008,401,6.284647,-75.556077,HURTO_DE_CARRO,POINT (438490.9998022556 694702.9065799565),299841.2236614857
49,8,1,0,0,2008-02-18,2008,401,6.287197,-75.556583,HURTO_DE_CARRO,POINT (438435.32804857823 694984.8646940126),299841.2236614857
91,14,1,0,0,2008-03-31,2008,401,6.285824,-75.555904,HURTO_DE_CARRO,POINT (438510.27454669727 694833.001792007),299841.2236614857
109,16,2,4,1,2008-04-18,2008,401,6.284573,-75.555959,HURTO_DE_CARRO,POINT (438504.04377595626 694694.7121273453),299841.2236614857
152,22,2,5,1,2008-05-31,2008,401,6.286187,-75.557715,HURTO_DE_CARRO,POINT (438309.9925431444 694873.3440548022),299841.2236614857
158,23,2,4,1,2008-06-06,2008,401,6.283316,-75.556007,HURTO_DE_CARRO,POINT (438498.58661323704 694555.7583541818),299841.2236614857
162,24,2,1,0,2008-06-10,2008,401,6.283392,-75.557854,HURTO_DE_CARRO,POINT (438294.2876496662 694564.3773961432),299841.2236614857
6,2,1,1,0,2009-01-06,2009,401,6.283347,-75.553011,HURTO_DE_CARRO,POINT (438829.99590319843 694558.8343158086),299841.2236614857
33,6,1,0,0,2009-02-02,2009,401,6.283301,-75.555427,HURTO_DE_CARRO,POINT (438562.7421726296 694554.0320213042),299841.2236614857
93,14,2,4,1,2009-04-03,2009,401,6.283458,-75.5576,HURTO_DE_CARRO,POINT (438322.3919076361 694571.6436621865),299841.2236614857
107,16,2,4,1,2009-04-17,2009,401,6.285759,-75.557354,HURTO_DE_CARRO,POINT (438349.87434026244 694825.9867519606),299841.2236614857
109,16,2,6,1,2009-04-19,2009,401,6.287676,-75.555199,HURTO_DE_CARRO,POINT (438588.4757509232 695037.6547407407),299841.2236614857
207,30,3,6,1,2009-07-26,2009,401,6.28454,-75.555367,HURTO_DE_CARRO,POINT (438569.5244587875 694690.9945062841),299841.2236614857
285,42,4,0,0,2009-10-12,2009,401,6.283269,-75.553581,HURTO_DE_CARRO,POINT (438766.9356558659 694550.2781802939),299841.2236614857
354,51,4,6,1,2009-12-20,2009,401,6.283403,-75.55613,HURTO_DE_CARRO,POINT (438484.9910535637 694565.3905224713),299841.2236614857
31,5,1,3,0,2008-01-31,2008,401,6.284647,-75.556077,HURTO_A_PERSONA,POINT (438490.9998022556 694702.9065799565),299841.2236614857
85,13,1,1,0,2008-03-25,2008,401,6.283276,-75.554805,HURTO_A_PERSONA,POINT (438631.54243230406 694551.1953516005),299841.2236614857
151,22,2,4,1,2008-05-30,2008,401,6.283338,-75.554345,HURTO_A_PERSONA,POINT (438682.43307516596 694557.9954501234),299841.2236614857
224,33,3,0,0,2008-08-11,2008,401,6.285824,-75.555904,HURTO_A_PERSONA,POINT (438510.27454669727 694833.001792007),299841.2236614857
290,42,4,3,0,2008-10-16,2008,401,6.284628,-75.557187,HURTO_A_PERSONA,POINT (438368.2140253722 694700.9367417702),299841.2236614857
90,14,1,1,0,2009-03-31,2009,401,6.285971,-75.55724,HURTO_A_PERSONA,POINT (438362.5094734126 694849.409602258),299841.2236614857
104,16,2,1,0,2009-04-14,2009,401,6.284628,-75.557187,HURTO_A_PERSONA,POINT (438368.2140253722 694700.9367417702),299841.2236614857
48,7,1,6,1,2008-02-17,2008,401,6.288898,-75.555798,HOMICIDIO,POINT (438522.36082001415 695172.8153330813),299841.2236614857
334,48,4,5,1,2008-11-29,2008,401,6.283641,-75.556075,HOMICIDIO,POINT (438491.102885465 694591.6945927494),299841.2236614857
300,43,4,6,1,2008-10-26,2008,401,6.285892,-75.552689,HOMICIDIO,POINT (438865.91135402676 694840.1423812553),299841.2236614857
143,21,2,3,0,2008-05-22,2008,401,6.283409,-75.556743,HOMICIDIO,POINT (438417.1841131655 694566.1258886822),299841.2236614857
206,30,3,3,0,2008-07-24,2008,401,6.285594,-75.556617,HOMICIDIO,POINT (438431.3786165734 694807.6594805414),299841.2236614857
128,19,2,2,0,2008-05-07,2008,401,6.283712,-75.557921,HOMICIDIO,POINT (438286.9140748142 694599.7608121504),299841.2236614857
210,31,3,0,0,2008-07-28,2008,401,6.284219,-75.554243,HOMICIDIO,POINT (438693.8190318458 694655.3766669509),299841.2236614857
146,21,2,6,1,2008-05-25,2008,401,6.287787,-75.555944,HOMICIDIO,POINT (438506.08051000006 695050.0131393814),299841.2236614857
1,1,1,3,0,2009-01-01,2009,401,6.288655,-75.555723,HOMICIDIO,POINT (438530.6283949255 695145.9432386109),299841.2236614857
141,21,2,3,0,2009-05-21,2009,401,6.287831,-75.555989,HOMICIDIO,POINT (438501.10799902084 695054.8825624613),299841.2236614857
313,46,4,0,0,2009-11-09,2009,401,6.284491,-75.553009,HOMICIDIO,POINT (438830.35074515594 694685.3014564936),299841.2236614857
69,11,1,1,0,2009-03-10,2009,401,6.287282,-75.556177,HOMICIDIO,POINT (438480.2478332164 694994.2135542613),299841.2236614857
20,4,1,1,0,2009-01-20,2009,401,6.287514,-75.557629,HOMICIDIO,POINT (438319.66182629025 695020.0317774746),299841.2236614857
227,33,3,5,1,2009-08-15,2009,401,6.284978,-75.557357,HOMICIDIO,POINT (438349.45054063725 694739.6487346238),299841.2236614857
286,42,4,1,0,2009-10-13,2009,401,6.283576,-75.554147,HOMICIDIO,POINT (438704.3629017676 694584.2827862522),299841.2236614857
288,42,4,3,0,2009-10-15,2009,401,6.28478,-75.553468,HOMICIDIO,POINT (438779.6118900047 694717.3036158766),299841.2236614857
49,8,1,0,0,2008-02-18,2008,401,6.287277,-75.557667,HURTO_A_RESIDENCIA,POINT (438315.4305198558 694993.8362625341),299841.2236614857
327,47,4,5,1,2008-11-22,2008,401,6.283455,-75.554398,HURTO_A_RESIDENCIA,POINT (438676.584123025 694570.935824583),299841.2236614857
335,49,4,1,0,2009-12-01,2009,401,6.284628,-75.557187,HURTO_A_RESIDENCIA,POINT (438368.2140253722 694700.9367417702),299841.2236614857
31,5,1,3,0,2008-01-31,2008,1001,6.256893,-75.561085,HURTO_DE_CARRO,POINT (437933.75375149905 691635.3347762913),623704.8035877105
32,5,1,4,1,2008-02-01,2008,1001,6.258035,-75.562686,HURTO_DE_CARRO,POINT (437756.7834711863 691761.7704290242),623704.8035877105
66,10,1,3,0,2008-03-06,2008,1001,6.260207,-75.562252,HURTO_DE_CARRO,POINT (437805.0501097473 692001.8303316348),623704.8035877105
93,14,2,2,0,2008-04-02,2008,1001,6.257225,-75.561351,HURTO_DE_CARRO,POINT (437904.36756160384 691672.0682739941),623704.8035877105
99,15,2,1,0,2008-04-08,2008,1001,6.258598,-75.565312,HURTO_DE_CARRO,POINT (437466.35822704155 691824.3209624464),623704.8035877105
113,17,2,1,0,2008-04-22,2008,1001,6.258937,-75.564128,HURTO_DE_CARRO,POINT (437597.37424462097 691861.6561692428),623704.8035877105
142,21,2,2,0,2008-05-21,2008,1001,6.261839,-75.5608,HURTO_DE_CARRO,POINT (437965.86445722403 692182.073746506),623704.8035877105
210,31,3,0,0,2008-07-28,2008,1001,6.257347,-75.559775,HURTO_DE_CARRO,POINT (438078.72165290505 691685.3692687965),623704.8035877105
