dayofyear,weekofyear,quarter,weekday,weekend,fecha,year,codigo_barrio,latitud,longitud,conducta,Coordinates,area
24,4,1,3,0,2008-01-24,2008,1016,6.244535,-75.559977,HURTO_DE_CARRO,POINT (438054.8688132657 690269.0470301904),535074.2794819863
48,7,1,6,1,2008-02-17,2008,1016,6.245925,-75.560396,HURTO_DE_CARRO,POINT (438008.6807258004 690422.7585726484),535074.2794819863
64,10,1,1,0,2008-03-04,2008,1016,6.245353,-75.559156,HURTO_DE_CARRO,POINT (438145.7873674667 690359.3791008553),535074.2794819863
278,40,4,5,1,2008-10-04,2008,1016,6.249173,-75.558642,HURTO_DE_CARRO,POINT (438203.0962359581 690781.6134766734),535074.2794819863
285,41,4,5,1,2008-10-11,2008,1016,6.243757,-75.558217,HURTO_DE_CARRO,POINT (438249.47643061494 690182.8337647723),535074.2794819863
27,5,1,1,0,2009-01-27,2009,1016,6.244535,-75.559977,HURTO_DE_CARRO,POINT (438054.8688132657 690269.0470301904),535074.2794819863
53,8,1,6,1,2009-02-22,2009,1016,6.249969,-75.561311,HURTO_DE_CARRO,POINT (437907.9363972183 690869.9241340451),535074.2794819863
55,9,1,1,0,2009-02-24,2009,1016,6.244136,-75.55845,HURTO_DE_CARRO,POINT (438223.74535159365 690224.7589032328),535074.2794819863
89,14,1,0,0,2009-03-30,2009,1016,6.248047,-75.559498,HURTO_DE_CARRO,POINT (438108.27036743565 690657.2365857771),535074.2794819863
200,29,3,6,1,2009-07-19,2009,1016,6.245567,-75.559548,HURTO_DE_CARRO,POINT (438102.44784419535 690383.0825068833),535074.2794819863
202,30,3,1,0,2009-07-21,2009,1016,6.249072,-75.555542,HURTO_DE_CARRO,POINT (438546.016631362 690770.0851325842),535074.2794819863
225,33,3,3,0,2009-08-13,2009,1016,6.244954,-75.558606,HURTO_DE_CARRO,POINT (438206.58385060984 690315.2057458874),535074.2794819863
226,33,3,4,1,2009-08-14,2009,1016,6.250892,-75.55967,HURTO_DE_CARRO,POINT (438089.57755321224 690971.7669616286),535074.2794819863
226,33,3,4,1,2009-08-14,2009,1016,6.249344,-75.559736,HURTO_DE_CARRO,POINT (438082.09442430025 690800.6458241164),535074.2794819863
315,46,4,2,0,2009-11-11,2009,1016,6.245152,-75.56098,HURTO_DE_CARRO,POINT (437943.985266419 690337.373450362),535074.2794819863
329,48,4,2,0,2009-11-25,2009,1016,6.244535,-75.559977,HURTO_DE_CARRO,POINT (438054.8688132657 690269.0470301904),535074.2794819863
357,52,4,2,0,2009-12-23,2009,1016,6.248584,-75.557641,HURTO_DE_CARRO,POINT (438313.76118116727 690716.3830789569),535074.2794819863
4,1,1,4,1,2008-01-04,2008,1016,6.250783,-75.559906,HURTO_A_PERSONA,POINT (438063.45771016815 690959.7449601997),535074.2794819863
13,2,1,6,1,2008-01-13,2008,1016,6.245559,-75.558043,HURTO_A_PERSONA,POINT (438268.9361363968 690382.0214678909),535074.2794819863
17,3,1,3,0,2008-01-17,2008,1016,6.249969,-75.561311,HURTO_A_PERSONA,POINT (437907.9363972183 690869.9241340451),535074.2794819863
24,4,1,3,0,2008-01-24,2008,1016,6.244535,-75.559977,HURTO_A_PERSONA,POINT (438054.8688132657 690269.0470301904),535074.2794819863
48,7,1,6,1,2008-02-17,2008,1016,6.249356,-75.558684,HURTO_A_PERSONA,POINT (438198.47153046745 690801.8487587936),535074.2794819863
50,8,1,1,0,2008-02-19,2008,1016,6.245625,-75.559609,HURTO_A_PERSONA,POINT (438095.70658802177 690389.5014821468),535074.2794819863
63,10,1,0,0,2008-03-03,2008,1016,6.247723,-75.560044,HURTO_A_PERSONA,POINT (438047.83179514436 690621.4831342549),535074.2794819863
75,11,1,5,1,2008-03-15,2008,1016,6.246504,-75.557408,HURTO_A_PERSONA,POINT (438339.29298922094 690486.4152456245),535074.2794819863
92,14,2,1,0,2008-04-01,2008,1016,6.246487,-75.55926,HURTO_A_PERSONA,POINT (438134.4155908707 690484.7531580512),535074.2794819863
95,14,2,4,1,2008-04-04,2008,1016,6.2497,-75.560736,HURTO_A_PERSONA,POINT (437971.5130472261 690840.1188053135),535074.2794819863
101,15,2,3,0,2008-04-10,2008,1016,6.245373,-75.561608,HURTO_A_PERSONA,POINT (437874.5393167634 690361.8786846851),535074.2794819863
109,16,2,4,1,2008-04-18,2008,1016,6.245414,-75.559479,HURTO_A_PERSONA,POINT (438110.0629380113 690366.160497883),535074.2794819863
136,20,2,3,0,2008-05-15,2008,1016,6.248294,-75.561435,HURTO_A_PERSONA,POINT (437894.0216086868 690684.7701714657),535074.2794819863
156,23,2,2,0,2008-06-04,2008,1016,6.250356,-75.55912,HURTO_A_PERSONA,POINT (438150.3572258958 690912.4483502257),535074.2794819863
157,23,2,3,0,2008-06-05,2008,1016,6.249128,-75.560766,HURTO_A_PERSONA,POINT (437968.12697839516 690776.88865448),535074.2794819863
174,25,2,6,1,2008-06-22,2008,1016,6.24772,-75.554633,HURTO_A_PERSONA,POINT (438646.41570759343 690620.5178038467),535074.2794819863
214,31,3,4,1,2008-08-01,2008,1016,6.244687,-75.560052,HURTO_A_PERSONA,POINT (438046.5898563317 690285.8592035121),535074.2794819863
218,32,3,1,0,2008-08-05,2008,1016,6.246667,-75.559588,HURTO_A_PERSONA,POINT (438098.1521013292 690504.6904131518),535074.2794819863
222,32,3,5,1,2008-08-09,2008,1016,6.2457,-75.559567,HURTO_A_PERSONA,POINT (438100.3616087041 690397.7876726999),535074.2794819863
224,33,3,0,0,2008-08-11,2008,1016,6.248294,-75.561435,HURTO_A_PERSONA,POINT (437894.0216086868 690684.7701714657),535074.2794819863
229,33,3,5,1,2008-08-16,2008,1016,6.248239,-75.558117,HURTO_A_PERSONA,POINT (438261.06399571424 690678.2997044207),535074.2794819863
257,37,3,5,1,2008-09-13,2008,1016,6.245414,-75.559479,HURTO_A_PERSONA,POINT (438110.0629380113 690366.160497883),535074.2794819863
282,41,4,2,0,2008-10-08,2008,1016,6.24833,-75.557082,HURTO_A_PERSONA,POINT (438375.56995314005 690688.2383263868),535074.2794819863
285,41,4,5,1,2008-10-11,2008,1016,6.243757,-75.558217,HURTO_A_PERSONA,POINT (438249.47643061494 690182.8337647723),535074.2794819863
295,43,4,1,0,2008-10-21,2008,1016,6.250307,-75.561143,HURTO_A_PERSONA,POINT (437926.56093554164 690907.2696789072),535074.2794819863
300,43,4,6,1,2008-10-26,2008,1016,6.247187,-75.559444,HURTO_A_PERSONA,POINT (438114.14301472716 690562.158637816),535074.2794819863
323,47,4,1,0,2008-11-18,2008,1016,6.245507,-75.561682,HURTO_A_PERSONA,POINT (437866.3689270903 690376.7009007416),535074.2794819863
323,47,4,1,0,2008-11-18,2008,1016,6.24914,-75.561954,HURTO_A_PERSONA,POINT (437836.707828326 690778.3553980408),535074.2794819863
353,51,4,3,0,2008-12-18,2008,1016,6.24914,-75.561954,HURTO_A_PERSONA,POINT (437836.707828326 690778.3553980408),535074.2794819863
13,3,1,1,0,2009-01-13,2009,1016,6.249128,-75.560766,HURTO_A_PERSONA,POINT (437968.12697839516 690776.88865448),535074.2794819863
14,3,1,2,0,2009-01-14,2009,1016,6.250684,-75.560959,HURTO_A_PERSONA,POINT (437946.9600163837 690948.924729306),535074.2794819863
26,5,1,0,0,2009-01-26,2009,1016,6.24914,-75.561954,HURTO_A_PERSONA,POINT (437836.707828326 690778.3553980408),535074.2794819863
27,5,1,1,0,2009-01-27,2009,1016,6.246964,-75.562065,HURTO_A_PERSONA,POINT (437824.17180014047 690537.8151431034),535074.2794819863
31,5,1,5,1,2009-01-31,2009,1016,6.246994,-75.558593,HURTO_A_PERSONA,POINT (438208.2611790396 690540.7228524284),535074.2794819863
34,6,1,1,0,2009-02-03,2009,1016,6.250576,-75.559164,HURTO_A_PERSONA,POINT (438145.5156531229 690936.7741650995),535074.2794819863
70,11,1,2,0,2009-03-11,2009,1016,6.24914,-75.561954,HURTO_A_PERSONA,POINT (437836.707828326 690778.3553980408),535074.2794819863
82,13,1,0,0,2009-03-23,2009,1016,6.249969,-75.561311,HURTO_A_PERSONA,POINT (437907.9363972183 690869.9241340451),535074.2794819863
85,13,1,3,0,2009-03-26,2009,1016,6.247908,-75.558053,HURTO_A_PERSONA,POINT (438268.10511053103 690641.7006956221),535074.2794819863
112,17,2,2,0,2009-04-22,2009,1016,6.249624,-75.560615,HURTO_A_PERSONA,POINT (437984.88950979186 690831.7028671054),535074.2794819863
131,20,2,0,0,2009-05-11,2009,1016,6.2473,-75.55841,HURTO_A_PERSONA,POINT (438228.5412055383 690574.5291741424),535074.2794819863
144,21,2,6,1,2009-05-24,2009,1016,6.246219,-75.563235,HURTO_A_PERSONA,POINT (437694.65379986167 690455.5948659589),535074.2794819863
223,33,3,1,0,2009-08-11,2009,1016,6.250753,-75.559447,HURTO_A_PERSONA,POINT (438114.23013822717 690956.3745033388),535074.2794819863
274,40,4,3,0,2009-10-01,2009,1016,6.246219,-75.563235,HURTO_A_PERSONA,POINT (437694.65379986167 690455.5948659589),535074.2794819863
282,41,4,4,1,2009-10-09,2009,1016,6.245933,-75.555988,HURTO_A_PERSONA,POINT (438496.31219124637 690423.1260912193),535074.2794819863
307,45,4,1,0,2009-11-03,2009,1016,6.246964,-75.562065,HURTO_A_PERSONA,POINT (437824.17180014047 690537.8151431034),535074.2794819863
310,45,4,4,1,2009-11-06,2009,1016,6.247932,-75.561653,HURTO_A_PERSONA,POINT (437869.86297870317 690644.7773705128),535074.2794819863
315,46,4,2,0,2009-11-11,2009,1016,6.247908,-75.558053,HURTO_A_PERSONA,POINT (438268.10511053103 690641.7006956221),535074.2794819863
337,49,4,3,0,2009-12-03,2009,1016,6.246219,-75.563235,HURTO_A_PERSONA,POINT (437694.65379986167 690455.5948659589),535074.2794819863
302,44,4,3,0,2009-10-29,2009,1016,6.246963,-75.560064,EXTORSION,POINT (438045.5299491572 690537.4687176988),535074.2794819863
157,23,2,3,0,2008-06-05,2008,1016,6.247749,-75.561671,HOMICIDIO,POINT (437867.8501697991 690624.5491352188),535074.2794819863
20,3,1,6,1,2008-01-20,2008,1016,6.248123,-75.561674,HOMICIDIO,POINT (437867.56241040374 690665.894596184),535074.2794819863
212,31,3,2,0,2008-07-30,2008,1016,6.245764,-75.559415,HOMICIDIO,POINT (438117.1839809613 690404.8449040598),535074.2794819863
178,26,2,3,0,2008-06-26,2008,1016,6.248338,-75.554259,HOMICIDIO,POINT (438687.8608406328 690688.7930674072),535074.2794819863
116,17,2,4,1,2008-04-25,2008,1016,6.244802,-75.558247,HOMICIDIO,POINT (438246.2801268103 690298.3602920943),535074.2794819863
332,48,4,3,0,2008-11-27,2008,1016,6.24667,-75.555311,HOMICIDIO,POINT (438571.29051559145 690504.5211594742),535074.2794819863
324,47,4,2,0,2008-11-19,2008,1016,6.244684,-75.558043,HOMICIDIO,POINT (438268.8336473926 690285.2916745925),535074.2794819863
192,28,3,5,1,2009-07-11,2009,1016,6.248441,-75.561642,HOMICIDIO,POINT (437871.1398718431 690701.045215331),535074.2794819863
92,14,2,3,0,2009-04-02,2009,1016,6.247529,-75.562575,HOMICIDIO,POINT (437767.82037809014 690600.3352580951),535074.2794819863
126,19,2,2,0,2009-05-06,2009,1016,6.244834,-75.560181,HOMICIDIO,POINT (438032.3366071085 690302.1249897039),535074.2794819863
291,42,4,6,1,2009-10-18,2009,1016,6.248441,-75.561642,HOMICIDIO,POINT (437871.1398718431 690701.045215331),535074.2794819863
25,4,1,6,1,2009-01-25,2009,1016,6.250979,-75.560824,HOMICIDIO,POINT (437961.9288836397 690981.5205922172),535074.2794819863
278,41,4,0,0,2009-10-05,2009,1016,6.249012,-75.555109,HOMICIDIO,POINT (438593.9095131403 690763.4016982836),535074.2794819863
359,52,4,4,1,2009-12-25,2009,1016,6.249149,-75.556431,HOMICIDIO,POINT (438447.6815299496 690778.701234196),535074.2794819863
56,9,1,2,0,2009-02-25,2009,1016,6.24658,-75.559277,HOMICIDIO,POINT (438132.5459044384 690495.0361532787),535074.2794819863
241,35,3,5,1,2009-08-29,2009,1016,6.248537,-75.561147,HOMICIDIO,POINT (437925.9098260595 690711.5994640724),535074.2794819863
48,7,1,6,1,2008-02-17,2008,1016,6.246655,-75.558217,HURTO_A_RESIDENCIA,POINT (438249.81598463043 690503.2028505093),535074.2794819863
117,17,2,5,1,2008-04-26,2008,1016,6.246692,-75.555381,HURTO_A_RESIDENCIA,POINT (438563.54941638466 690506.9613889885),535074.2794819863
219,32,3,2,0,2008-08-06,2008,1016,6.249023,-75.559665,HURTO_A_RESIDENCIA,POINT (438089.91094577214 690765.1514412429),535074.2794819863
237,34,3,6,1,2008-08-24,2008,1016,6.244203,-75.55857,HURTO_A_RESIDENCIA,POINT (438210.4782814135 690232.1797169395),535074.2794819863
34,6,1,1,0,2009-02-03,2009,1016,6.244419,-75.558511,HURTO_A_RESIDENCIA,POINT (438217.03043640405 690256.0512378928),535074.2794819863
122,18,2,5,1,2009-05-02,2009,1016,6.249278,-75.560015,HURTO_A_RESIDENCIA,POINT (438051.2227606495 690793.3824614355),535074.2794819863
252,37,3,2,0,2009-09-09,2009,1016,6.247537,-75.558511,HURTO_A_RESIDENCIA,POINT (438217.39600492443 690600.7409850921),535074.2794819863
26,4,1,5,1,2008-01-26,2008,1406,6.208999,-75.559204,HURTO_DE_CARRO,POINT (438136.222610384 686340.512483017),485571.67261296033
203,30,3,2,0,2009-07-22,2009,1406,6.208588,-75.563021,HURTO_DE_CARRO,POINT (437713.89285405807 686295.5244340677),485571.67261296033
229,33,3,5,1,2008-08-16,2008,1406,6.211202,-75.56498,HURTO_A_PERSONA,POINT (437497.4731855255 686584.7284692718),485571.67261296033
255,37,3,3,0,2008-09-11,2008,1406,6.20828,-75.564201,HURTO_A_PERSONA,POINT (437583.31094799243 686261.6144427557),485571.67261296033
295,43,4,1,0,2008-10-21,2008,1406,6.211021,-75.565052,HURTO_A_PERSONA,POINT (437489.48637549405 686564.7277214483),485571.67261296033
317,46,4,2,0,2008-11-12,2008,1406,6.208698,-75.564022,HURTO_A_PERSONA,POINT (437603.16326768947 686307.8025441805),485571.67261296033
364,1,4,0,0,2008-12-29,2008,1406,6.211905,-75.561948,HURTO_A_PERSONA,POINT (437832.9899267666 686662.0869850651),485571.67261296033
14,3,1,2,0,2009-01-14,2009,1406,6.208942,-75.560585,HURTO_A_PERSONA,POINT (437983.4334985085 686334.3727141203),485571.67261296033
27,5,1,1,0,2009-01-27,2009,1406,6.210457,-75.563469,HURTO_A_PERSONA,POINT (437664.5495547586 686502.1918801966),485571.67261296033
260,38,3,3,0,2009-09-17,2009,1406,6.208588,-75.563021,HURTO_A_PERSONA,POINT (437713.89285405807 686295.5244340677),485571.67261296033
311,45,4,5,1,2009-11-07,2009,1406,6.211621,-75.56061,HURTO_A_PERSONA,POINT (437980.98118779255 686630.5343720217),485571.67261296033
310,45,4,4,1,2009-11-06,2009,1406,6.209049,-75.561878,HOMICIDIO,POINT (437840.3991474706 686346.3529278411),485571.67261296033
97,14,2,6,1,2008-04-06,2008,1406,6.211451,-75.563011,HURTO_A_RESIDENCIA,POINT (437715.3356082651 686612.0229899891),485571.67261296033
219,32,3,2,0,2008-08-06,2008,1406,6.212847,-75.561291,HURTO_A_RESIDENCIA,POINT (437905.7850068212 686766.1463505608),485571.67261296033
319,46,4,6,1,2009-11-15,2009,1406,6.211076,-75.561163,HURTO_A_RESIDENCIA,POINT (437919.7382766687 686570.350377844),485571.67261296033
29,5,1,1,0,2008-01-29,2008,101,6.296757,-75.545721,HURTO_DE_CARRO,POINT (439637.9331747618 696040.4407392682),560584.1043734391
74,11,1,6,1,2009-03-15,2009,101,6.295088,-75.541567,HURTO_DE_CARRO,POINT (440097.2283435233 695855.4575278376),560584.1043734391
246,36,3,3,0,2009-09-03,2009,101,6.30023,-75.545652,HURTO_DE_CARRO,POINT (439645.9666206796 696424.3671215017),560584.1043734391
29,5,1,1,0,2008-01-29,2008,101,6.296757,-75.545721,HURTO_A_PERSONA,POINT (439637.9331747618 696040.4407392682),560584.1043734391
99,15,2,1,0,2008-04-08,2008,101,6.300971,-75.544561,HURTO_A_PERSONA,POINT (439766.73008190887 696506.157430537),560584.1043734391
122,18,2,3,0,2008-05-01,2008,101,6.295692,-75.542648,HURTO_A_PERSONA,POINT (439977.72467919206 695922.3527344831),560584.1043734391
250,36,3,5,1,2008-09-06,2008,101,6.297302,-75.545562,HURTO_A_PERSONA,POINT (439655.58357314527 696100.6712051475),560584.1043734391
250,36,3,5,1,2008-09-06,2008,101,6.296023,-75.542954,HOMICIDIO,POINT (439943.91506220197 695958.9793770922),560584.1043734391
336,49,4,0,0,2008-12-01,2008,101,6.296004,-75.54185,HOMICIDIO,POINT (440066.02978844533 695956.7521784753),560584.1043734391
232,34,3,1,0,2008-08-19,2008,101,6.301586,-75.542535,HOMICIDIO,POINT (439990.9008798252 696573.9112920776),560584.1043734391
269,39,3,3,0,2008-09-25,2008,101,6.293932,-75.542199,HOMICIDIO,POINT (440027.1881268136 695727.7362457834),560584.1043734391
363,52,4,6,1,2008-12-28,2008,101,6.298648,-75.54549,HOMICIDIO,POINT (439663.7031133772 696249.4609347011),560584.1043734391
51,8,1,4,1,2009-02-20,2009,101,6.297838,-75.545951,HOMICIDIO,POINT (439612.6170792709 696159.9700691254),560584.1043734391
276,40,4,5,1,2009-10-03,2009,101,6.293452,-75.543395,HOMICIDIO,POINT (439894.839105051 695674.8104779617),560584.1043734391
268,39,3,4,1,2009-09-25,2009,101,6.301225,-75.544663,HOMICIDIO,POINT (439755.47694153973 696534.2484753211),560584.1043734391
334,49,4,0,0,2009-11-30,2009,101,6.294731,-75.541477,HOMICIDIO,POINT (440107.142646112 695815.98148849),560584.1043734391
343,50,4,2,0,2009-12-09,2009,101,6.299672,-75.543407,HOMICIDIO,POINT (439894.22700172785 696362.4221775229),560584.1043734391
271,40,3,0,0,2009-09-28,2009,101,6.294951,-75.5477,HOMICIDIO,POINT (439418.82063158765 695841.0195031861),560584.1043734391
345,50,4,4,1,2009-12-11,2009,101,6.297097,-75.546789,HOMICIDIO,POINT (439519.8377783322 696078.1507098707),560584.1043734391
270,39,3,6,1,2009-09-27,2009,101,6.299505,-75.545397,HOMICIDIO,POINT (439674.08903859474 696344.1901085782),560584.1043734391
270,39,3,6,1,2009-09-27,2009,101,6.30044,-75.544856,HOMICIDIO,POINT (439734.0382382384 696447.4903170381),560584.1043734391
336,49,4,2,0,2009-12-02,2009,101,6.298931,-75.545687,HOMICIDIO,POINT (439641.94511460024 696280.7688784872),560584.1043734391
65,10,1,4,1,2009-03-06,2009,101,6.300327,-75.543087,HOMICIDIO,POINT (439929.69828113366 696434.7944818705),560584.1043734391
57,9,1,3,0,2009-02-26,2009,101,6.295369,-75.54112,HOMICIDIO,POINT (440146.7046667306 695886.4703570495),560584.1043734391
270,39,3,6,1,2009-09-27,2009,101,6.298697,-75.545724,HOMICIDIO,POINT (439637.82541614195 696254.9048451717),560584.1043734391
112,17,2,2,0,2009-04-22,2009,101,6.295514,-75.54268,HOMICIDIO,POINT (439974.1646179772 695902.6788195908),560584.1043734391
235,34,3,6,1,2009-08-23,2009,101,6.295989,-75.545999,HOMICIDIO,POINT (439607.0940143254 695955.5717551286),560584.1043734391
90,14,1,1,0,2009-03-31,2009,101,6.301082,-75.54557,HOMICIDIO,POINT (439655.1352581517 696518.5448276077),560584.1043734391
72,11,1,4,1,2009-03-13,2009,101,6.294217,-75.545436,HOMICIDIO,POINT (439669.1647661997 695759.6150948694),560584.1043734391
97,15,2,1,0,2009-04-07,2009,101,6.300425,-75.545222,HOMICIDIO,POINT (439693.5524227685 696445.8743565163),560584.1043734391
53,8,1,6,1,2009-02-22,2009,101,6.297838,-75.545951,HOMICIDIO,POINT (439612.6170792709 696159.9700691254),560584.1043734391
26,5,1,0,0,2009-01-26,2009,101,6.296105,-75.543279,HOMICIDIO,POINT (439907.97521460766 695968.0817076465),560584.1043734391
10,2,1,5,1,2009-01-10,2009,101,6.296769,-75.541614,HOMICIDIO,POINT (440092.2221646667 696041.294521347),560584.1043734391
255,37,3,5,1,2009-09-12,2009,101,6.298094,-75.546439,HOMICIDIO,POINT (439558.66763115505 696188.3268942403),560584.1043734391
347,50,4,6,1,2009-12-13,2009,101,6.294072,-75.545098,HOMICIDIO,POINT (439706.5354339532 695743.5465814129),560584.1043734391
181,27,2,1,0,2009-06-30,2009,101,6.293203,-75.54281,HOMICIDIO,POINT (439959.51952920656 695647.2167212369),560584.1043734391
97,15,2,1,0,2009-04-07,2009,101,6.294072,-75.541646,HOMICIDIO,POINT (440088.37347264506 695743.1495705971),560584.1043734391
274,40,4,3,0,2009-10-01,2009,101,6.293997,-75.542069,HOMICIDIO,POINT (440041.57534480625 695734.9069651375),560584.1043734391
90,14,1,1,0,2009-03-31,2009,101,6.295462,-75.541204,HOMICIDIO,POINT (440137.42380248214 695896.7609666373),560584.1043734391
359,52,4,4,1,2009-12-25,2009,101,6.297162,-75.546319,HOMICIDIO,POINT (439571.8333969996 696085.2819553274),560584.1043734391
223,33,3,1,0,2009-08-11,2009,101,6.294089,-75.541865,HOMICIDIO,POINT (440064.15105607174 695745.0540027728),560584.1043734391
323,47,4,3,0,2009-11-19,2009,101,6.30115,-75.544336,HOMICIDIO,POINT (439791.6384443586 696525.9196232914),560584.1043734391
297,43,4,5,1,2009-10-24,2009,101,6.30115,-75.544781,HOMICIDIO,POINT (439742.4160635851 696525.9709707854),560584.1043734391
357,52,4,2,0,2009-12-23,2009,101,6.294397,-75.54588,HOMICIDIO,POINT (439620.07312275463 695779.5650720982),560584.1043734391
267,39,3,3,0,2009-09-24,2009,101,6.300114,-75.545755,HOMICIDIO,POINT (439634.560148473 696411.5554222345),560584.1043734391
252,37,3,2,0,2009-09-09,2009,101,6.29589,-75.546546,HOMICIDIO,POINT (439546.5771365658 695944.6907344755),560584.1043734391
319,46,4,6,1,2009-11-15,2009,101,6.29414,-75.545492,HOMICIDIO,POINT (439662.9615208227 695751.1093404101),560584.1043734391
351,51,4,3,0,2009-12-17,2009,101,6.295504,-75.543193,HOMICIDIO,POINT (439917.41886855784 695901.6323024196),560584.1043734391
73,11,1,5,1,2009-03-14,2009,101,6.298618,-75.545223,HOMICIDIO,POINT (439693.2332246707 696246.1136433774),560584.1043734391
125,19,2,1,0,2009-05-05,2009,101,6.297381,-75.546754,HOMICIDIO,POINT (439523.7420958979 696109.5423877413),560584.1043734391
278,41,4,0,0,2009-10-05,2009,101,6.298121,-75.545327,HOMICIDIO,POINT (439681.6721397801 696191.183137192),560584.1043734391
94,14,2,5,1,2009-04-04,2009,101,6.296446,-75.545973,HOMICIDIO,POINT (439610.02275524125 696006.0893353597),560584.1043734391
315,46,4,2,0,2009-11-11,2009,101,6.296464,-75.541174,HOMICIDIO,POINT (440140.8569388408 696007.5268662717),560584.1043734391
301,44,4,2,0,2009-10-28,2009,101,6.295247,-75.541002,HOMICIDIO,POINT (440159.7430661768 695872.9699563764),560584.1043734391
338,49,4,4,1,2009-12-04,2009,101,6.295559,-75.541929,HOMICIDIO,POINT (440057.24032421794 695907.5672695069),560584.1043734391
341,50,4,0,0,2009-12-07,2009,101,6.295152,-75.545583,HOMICIDIO,POINT (439653.0124881629 695862.9947418807),560584.1043734391
333,48,4,6,1,2009-11-29,2009,101,6.295537,-75.546003,HOMICIDIO,POINT (439606.5993425679 695905.6043740318),560584.1043734391
334,49,4,0,0,2009-11-30,2009,101,6.299699,-75.54232,HOMICIDIO,POINT (440014.4657525496 696365.281973955),560584.1043734391
232,34,3,3,0,2009-08-20,2009,101,6.295866,-75.544952,HOMICIDIO,POINT (439722.89185257314 695941.85339645),560584.1043734391
323,47,4,3,0,2009-11-19,2009,101,6.296846,-75.546827,HOMICIDIO,POINT (439515.60543770366 696050.4074750139),560584.1043734391
304,44,4,5,1,2009-10-31,2009,101,6.301331,-75.544863,HOMICIDIO,POINT (439733.3667567737 696545.9896846418),560584.1043734391
354,51,4,6,1,2009-12-20,2009,101,6.294381,-75.546101,HOMICIDIO,POINT (439595.62568047893 695777.8218397135),560584.1043734391
99,15,2,3,0,2009-04-09,2009,101,6.297067,-75.546057,HOMICIDIO,POINT (439600.8030152978 696074.7495605442),560584.1043734391
95,14,2,6,1,2009-04-05,2009,101,6.297311,-75.545968,HOMICIDIO,POINT (439610.6757642544 696101.7130631107),560584.1043734391
100,15,2,2,0,2008-04-09,2008,101,6.300971,-75.544561,HURTO_A_RESIDENCIA,POINT (439766.73008190887 696506.157430537),560584.1043734391
193,28,3,4,1,2008-07-11,2008,101,6.292793,-75.542699,HURTO_A_RESIDENCIA,POINT (439971.7505950419 695601.879186839),560584.1043734391
205,30,3,2,0,2008-07-23,2008,101,6.296316,-75.545842,HURTO_A_RESIDENCIA,POINT (439624.49805715005 695991.70291088),560584.1043734391
29,5,1,1,0,2008-01-29,2008,1012,6.236359,-75.573296,HURTO_DE_CARRO,POINT (436580.478851094 689366.7866910561),639454.0039595808
160,23,2,6,1,2008-06-08,2008,1012,6.231931,-75.57429,HURTO_DE_CARRO,POINT (436469.9835021488 688877.3971467522),639454.0039595808
165,24,2,4,1,2008-06-13,2008,1012,6.231878,-75.574292,HURTO_DE_CARRO,POINT (436469.75587247784 688871.5383124965),639454.0039595808
216,31,3,6,1,2008-08-03,2008,1012,6.23279,-75.573898,HURTO_DE_CARRO,POINT (436513.4526355348 688972.3112063261),639454.0039595808
277,40,4,4,1,2008-10-03,2008,1012,6.231458,-75.573369,HURTO_DE_CARRO,POINT (436571.81436404644 688824.9969002263),639454.0039595808
283,41,4,3,0,2008-10-09,2008,1012,6.234034,-75.574751,HURTO_DE_CARRO,POINT (436419.2375602517 689109.9363628229),639454.0039595808
299,43,4,5,1,2008-10-25,2008,1012,6.237274,-75.570783,HURTO_DE_CARRO,POINT (436858.5920995965 689467.6370817665),639454.0039595808
65,10,1,4,1,2009-03-06,2009,1012,6.234186,-75.573092,HURTO_DE_CARRO,POINT (436602.7856326344 689126.5401088492),639454.0039595808
114,17,2,4,1,2009-04-24,2009,1012,6.234186,-75.573092,HURTO_DE_CARRO,POINT (436602.7856326344 689126.5401088492),639454.0039595808
238,35,3,2,0,2009-08-26,2009,1012,6.235205,-75.572673,HURTO_DE_CARRO,POINT (436649.2605115978 689239.1387668187),639454.0039595808
262,38,3,5,1,2009-09-19,2009,1012,6.237339,-75.572688,HURTO_DE_CARRO,POINT (436647.8572686977 689475.051222162),639454.0039595808
300,44,4,1,0,2009-10-27,2009,1012,6.234034,-75.574751,HURTO_DE_CARRO,POINT (436419.2375602517 689109.9363628229),639454.0039595808
318,46,4,5,1,2009-11-14,2009,1012,6.237316,-75.575726,HURTO_DE_CARRO,POINT (436311.77243704966 689472.8745559473),639454.0039595808
346,50,4,5,1,2009-12-12,2009,1012,6.233375,-75.573413,HURTO_DE_CARRO,POINT (436567.1770191664 689036.9237973331),639454.0039595808
360,52,4,5,1,2009-12-26,2009,1012,6.236043,-75.574591,HURTO_DE_CARRO,POINT (436437.1797507087 689332.0092286149),639454.0039595808
10,2,1,3,0,2008-01-10,2008,1012,6.229177,-75.571462,HURTO_A_PERSONA,POINT (436782.5076458615 688572.60693069),639454.0039595808
42,7,1,0,0,2008-02-11,2008,1012,6.231931,-75.57429,HURTO_A_PERSONA,POINT (436469.9835021488 688877.3971467522),639454.0039595808
119,18,2,0,0,2008-04-28,2008,1012,6.232065,-75.570079,HURTO_A_PERSONA,POINT (436935.85057081806 688891.705614805),639454.0039595808
121,18,2,2,0,2008-04-30,2008,1012,6.233987,-75.570215,HURTO_A_PERSONA,POINT (436921.03487472027 689104.196108485),639454.0039595808
